城市,职位名称,职位描述,薪资,经验,学历,标签,更新时间,职位链接,公司名称,公司地址,成立日期,简介,,,,,,,,,,,,
上海,「Golang招聘」_中通快递招聘-BOSS直聘,"岗位职责：负责前后端完全分离的后台 Web API 开发工作负责基于海量数据，后台相关应用逻辑的处理或工具开发岗位要求：本科及以上学历；掌握 GO 语言，熟悉常用 package，熟悉计算机网络编程，熟练掌握Tcp编程，熟悉并熟练使用 golang 原生数据类型1~2年工作经验，有完整的 GO 项目经验， 有安全方面经验尤佳熟悉各种中间件及开发框架、工具的使用（Kafka、Redis、ORM、 Git等）具有良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题,责任心强，具备良好的团队合作精神和承受压力的能力学习能力强，能够无障碍阅读英文技术文档对自己写的代码负责并精益求精，乐于在团队内分享",15-30K,3-5年,本科,"安全,Golang,系统架构",2020/6/22,https://www.zhipin.com/job_detail/dcaf76c578cc98141HF93du4FVA~.html,中通快递股份有限公司,上海闵行区虹桥万科中心8号楼,2013/1/17,中通快递创建于2002年5月8日，是一家集快递、物流、电商、印务于一体的大型集团公司，注册商标“中通®”、“zto®”。  2016年10月27日，中通快递成功登陆美国纽约证券交易所，创当年美国证券市场最大IPO，也是继阿里巴巴20,,,,,,,,,,,,
上海,「Golang招聘」_传音控股招聘-BOSS直聘,"职位描述：golang工程师岗位职责：1、采用Go语言(Golang)开发稳健可扩展的后端程序；2、通过单元测试、自动化以及代码审查等提升优化代码质量；3、维护线上系统，持续对系统进行优化和改进；4、积极参与各种头脑风暴会议并对用到的技术、算法和产品功能提出意见和建议；5、同产品和设计团队协作，理解用户需求，归纳功能用例，并转化为高效的技术解决方案；6、重点及难点技术攻坚，并按时交付研究成果。任职要求：1、本科及以上学历，计算机相关专业；2、3年以上的实际项目开发经验，有一定的互联网分布式系统设计和实现经验；3、熟悉Linux环境下的go语言开发，对HTTP/TCP协议有深入的了解；4、工作认真负责有责任心，善于学习和总结，乐于分享，有较强的团队精神；7、精通MySQL或者PostgreSql,redis/MemCache的应用开发、设计原理和性能优化；8、具备Linux/Unix平台下的编程和操作经验，熟悉一种或者多种脚本语言(Python, Perl或者Shell)等。",18-36K,5-10年,本科,"Golang,计算广告,高性能服务器",2020/5/29,https://www.zhipin.com/job_detail/19545f6548dedf441nN62tu9F1U~.html,深圳传音控股股份有限公司 ,上海浦东新区腾飞科技楼,2013/8/21,传音控股是一家面向全球新兴市场的智能终端产品和移动互联网公司。自公司成立以来，传音一直着力为新兴市场用户提供优质的、以手机为核心的多品牌智能终端，并基于智能终端操作系统和流量入口，为用户提供移动互联网服务。传音旗下拥有新兴市场知名手机品牌TECNO、itel及Infinix，还包括数码配件品牌Ora,,,,,,,,,,,,
上海,「Golang招聘」_中通吉网络技术招聘-BOSS直聘,岗位职责：1.负责研发安全网关、安全服务代理、大数据风控等后台服务。岗位要求：1. 精通go/c++/java任一语言；2. 熟悉常用的分布式系统或者中间件，对高性能处理开源框架具有研究和应用的能力；3. 有网络流量分析处理及互联网企业大规模分布式系统开发经验优先。,25-50K,1-3年,大专,"Go,C++,Java,分布式技术,后端开发,大数据,网络安全",2020/5/29,https://www.zhipin.com/job_detail/980162095af16c8b0nJ93ty4F1U~.html,上海中通吉网络技术有限公司,上海闵行区虹桥万科中心8号楼3楼301,2015/7/22,中通快递创建于2002年5月8日，是一家集快递、物流、电商、印务于一体的大型集团公司，注册商标“中通®”、“zto®”。 2016年10月27日，中通快递成功登陆美国纽约证券交易所，创当年美国证券市场最大IPO，也是继阿里巴巴2014,,,,,,,,,,,,
上海,「Golang招聘」_bilibili招聘-BOSS直聘,1.熟悉golang或者php至少一门语言2.掌握mysql，redis，mc等存储技术3.有高并发场景经验者优先,20-40K·15薪,经验不限,本科,"Go,PHP,Shell,SQL,后端开发",2020/6/4,https://www.zhipin.com/job_detail/d1cb15320cb08a7a0HF53t68GFo~.html,上海哔哩哔哩科技有限公司,上海杨浦区国正中心政立路485号,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「Golang招聘」_bilibili招聘-BOSS直聘,业务要求：1、熟练掌握GOLANG者优先，2年以上相关开发经验，或熟练掌握至少一门其他语言，如JAVA，C/C++，PHP等；2、熟练掌握MYSQL数据库设计，掌握网络，http，grpc等常见技术的使用方法；3、熟悉了解常见缓存优化方案;4、熟悉LINUX操作命令及SHELL脚本编写；5、有较好的沟通能力及团队合作精神；6、对研发技术有较高热情，有责任心，对团队及他人负责；工作职责：1、负责B端技术部CRM系统的服务端开发2、负责B端技术部Up主服务平台的业务开发岗位优势：1、导师给力负责，快速成长2、团队氛围和谐，主管Nice，快速融入,20-40K,3-5年,本科,"Go,网络协议,后端开发,Linux,SQL",2020/6/22,https://www.zhipin.com/job_detail/e6d2f258e6b817720XNy3N27FlU~.html,上海哔哩哔哩科技有限公司,上海杨浦区国正中心,2016/12/30,哔哩哔哩（bilibili）是中国领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。 根据数据公司QuestMobile发布的《移动互联网2017年Q2夏季报告》，B站位列24岁及以下年轻用户偏爱的十大APP榜首。同时，在百度发布的2016热,,,,,,,,,,,,
上海,「GO 语言开发工程师招聘」_金服银行科技中心招聘-BOSS直聘,Go 语言开发工程师工作职责：- 负责行内基础平台方向系统架构设计及研发工作- 参与构建自动化部署、监控平台、CMDB系统的构建- 参与基础服务平台的设计、研发工作，提升产品稳定性- 探索自动运维和智能运维/运营技术和方向职位要求：- 熟练使用 Python 或 Golang 开发语言，具备良好的编程基础- 熟练掌握RPC、TCP/IP、HTTP协议- 熟悉分布式、高并发及高性能的设计与编码及性能调优- 掌握一定的算法与数据结构的相关基础知识- 具有面向对象分析、设计、编程的思维方式与编码风格- 有严谨的工作态度，思路清晰，业务敏感，执行力强- 能熟练运用面向对象设计原则，设计模式者优先- 拥有高负载、高并发开发设计经验；对服务化有较深理解者优先,15-30K,3-5年,本科,"Go,Python,分布式技术,负载均衡技术,容器技术,网络协议,后端开发,SaaS",2020/6/26,https://www.zhipin.com/job_detail/012529c41e659b900HR82dy6E1E~.html,深圳平安综合金融服务有限公司上海分公司,上海浦东新区LCM置汇旭辉广场D座,2008/10/21,平安金服银行科技中心(简称金服银科)在平安银行确立“科技引领、零售突破、对公做精”的发展战略下成立，立足于高科技领域的前沿，致力于为平安银行提供信息科技、网络科技领域内的技术开发、技术咨询、技术服务等互联网科技服务，为银行实现全球化、智能化发展提供强有力的技术支持，是平安银行,,,,,,,,,,,,
上海,「golang 架构师招聘」_高顿教育集团招聘-BOSS直聘,职位名称：golang架构师岗位职责：1 负责互联网教育产品的核心技术研发工作2 负责服务器端程序开发、数据库结构设计和搭建，参与关键技术难点攻克3 对代码质量负责，参与实现正确、高效、稳定的应用岗位要求：1 具备丰富的linux环境开发经验，能够熟练使用golang开发语言2 具有5年以上php/golang/python服务端开发经验，有较强的架构能力和良好代码规范3 熟悉MySQL，了解常用的SQL和数据库优化手段和方法，有相关设计、使用、及运维经验4 熟悉redis等NoSQL技术，有高并发系统设计和开发经验者优先5 有互联网教育相关开发经验者优先6 具备较强的学习能力和主动性，有较强的分析和解决问题的能力，拥有极客精神和良好的团队合作精神,35-50K,5-10年,本科,"Golang,Linux,数据库",2020/6/24,https://www.zhipin.com/job_detail/6afd03be54139c2c1XV53t2-ElA~.html,上海高顿教育科技有限公司,上海市 虹口区 上海花园坊节能环保产业园,2014/4/15,高顿集团背景简介;1、高顿财税学院是中国最大的财税学习平台；2、准上市公司，13年历史，全国42家分公司，6000多名员工业务，覆盖100座城市;3、原阿里巴巴CEO卫哲战略投资，并担任总裁顾问；4、先后获得新东方、前程无忧战略投资，2018年11月获得摩根士丹利、高瓴资本领投8个亿的C轮融,,,,,,,,,,,,
上海,「高级GO开发工程师招聘」_中通快递招聘-BOSS直聘,高级GO开发工程师部门: 信息安全部工作类型: 全职工作地点: 上海岗位职责：1. 负责研发安全网关、安全服务代理、大数据风控等后台服务。工作要求：1. 精通go语言，对其重要特性的原理有深刻理解2. 精通常用的分布式系统或者中间件等，如消息队列等3. 对高性能处理开源框架具有研究和应用的能力，如nginx/openresty等4. 对分布式系统原理有一定的了解，熟悉常用分布式系统设计的要点5. 熟悉http(s)/ssh等常见应用的协议，有过网络流量的分析处理经验的加分6. 在github上有开源项目加分，在互联网企业有大规模分布式系统开发经验加分,25-50K·13薪,5-10年,本科,"系统架构,GO,Golang",2020/6/27,https://www.zhipin.com/job_detail/4530fb9db145989a03d62t6-F1M~.html,上海中通吉网络技术有限公司,上海市 闵行区 虹桥万科中心,2015/7/22,中通快递是一家集快递、物流及其他业务于一体的大型集团公司，作为中国最大的快递公司之一，一直致力于营造安全、快捷的快递服务。,,,,,,,,,,,,
上海,「go开发工程师招聘」_明阳招聘-BOSS直聘,职位要求：1：熟悉GO语言，理解该语言涉及的基础框架；2：熟悉流式数据计算相关算法及架构及cep复杂事件处理；3：熟练掌握多线程等高并发系统编程和优化技能；熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；4：快速学习能力，较强的团队沟通和协作能力，较强的自我驱动能力；职位描述：1： 负责智能边缘端的平台组件的设计、开发和维护，涉及边缘端数据存储，实时计算等方面。2：实践和优化软件生命周期管理，交付高质量代码。,25-50K·15薪,3-5年,本科,"Go,分布式技术,tsdb",2020/5/29,https://www.zhipin.com/job_detail/72e30a61a2e1efb90XZ53NW0ElE~.html,明阳智慧能源集团股份公司,上海市 徐汇区 新漕河泾国际商务中心,2006/6/2,明阳智慧能源集团股份公司（股票简称：明阳智能，股票代码：601615）成立于2006年，总部位于中国广东中山，前身为广东明阳风电产业集团有限公司。致力于打造清洁能源全生命周期价值链管理与系统解决方案的供应商。在2018年全球新能源企业500强中位居第37位，2016年全球海上风电创新排名第一位。已发,,,,,,,,,,,,
上海,「go开发工程师招聘」_晓信招聘-BOSS直聘,"岗位职责:1、采用Go语言(Golang)开发高可用、 高并发的后端组件、服务；2、保证系统的效率和可靠性以及代码质量和可维护性；3、维护优化后台微服务；4、参与后台系统设计。任职要求:1、大学本科以上学历计算机相关专业；2、一年以上Go语言开发经验；3、熟练掌握MySQL、mongodb、Redis,熟悉Linux者优先；4、熟练掌握常用数据结构和算法；5、熟悉Socket和多线程编程；6、具有良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，责任心强，具备良好的团队合作精神和承受压力的能力；7、学习能力强，能够无障碍阅读英文技术文档。欢迎优秀应届生投递！",20-40K,3-5年,本科,"Go,Socket技术,后端开发,Linux,全栈开发,架构师,MVC开发,软件工程师",2020/6/22,https://www.zhipin.com/job_detail/9a0d003206eb2af70n1609m5EFs~.html,上海晓信信息科技有限公司,上海市 杨浦区 天盛广场 C座6楼,2015/4/9,晓黑板是基于青少年的成长规律、根据老师与家长的需求定制的一款专业、科学、现代化的家校沟通与家校管理工具。截止2020年2月，晓黑板在全国覆盖了11万多所学校，有200余万教师和4000余万家庭正在使用晓黑板。晓黑板由上海晓信信息科技有限公司出品，公司成立于2015年，深耕中国K12基础教育领域的互,,,,,,,,,,,,
